,0,1,2,3,4,5,6,7
1.0,0.32058345817378137,0.4113429204057694,-0.026051409817838017,-0.23331281314362948,0.13400374809271465,0.7147955352170826,0.3220813710774894,-0.23091695407933954
3.0,2.281890541245248e-228,-1.9415803478375996e-227,6.380044192553828e-227,-8.866414115819615e-228,3.557319879337561e-227,2.4531966831010537e-227,-3.2970724695550537e-227,-6.240597707160525e-227
4.0,0.29507395164661193,0.039909947038619005,-0.40829075981856583,0.34159349979236353,0.2683959603209153,0.6111039379891133,0.47141074248719284,-0.4015364105811476
5.0,0.18276056175120756,0.5260083086550091,-0.08652248058446109,-0.13853423429068215,0.3046568150072873,0.14584775688176843,0.6036008860670562,-0.13231675663906559
6.0,-0.038845296917750474,0.3397355982684212,-0.13465761504223048,-0.11441344261517386,0.2814629331142637,0.6664409615050428,0.4089166192210157,-0.060412479891813545
7.0,5.564174656081621e-229,4.499633779768503e-228,-3.040997437218841e-228,-2.0138529681969773e-228,-1.6627369914041235e-228,-3.639509305012687e-228,4.343307792995792e-228,9.947274450330142e-229
8.0,0.23882735161931934,0.2916020169613184,0.12670491077486287,-0.06101863584758404,0.31103772598326557,0.39191866444143564,0.3510866061789417,-0.06067319297705007
9.0,0.40646209204626726,0.22938261655850656,0.0704569748133133,0.12822214191043751,0.12520146452268263,0.3498195672905805,0.35192903771549483,-0.09215606338728233
10.0,0.12529513829818753,0.2790199951701461,-0.282803084243342,0.059170193735976956,0.51086200407372,0.37895090805342596,0.6816499120183248,-0.5605181425669836
11.0,0.2013362037691417,0.17026898540944263,-0.18823143031557327,0.2775029518701302,0.14044090107235307,0.4972906964816567,0.7410707326018139,-0.6678274718482259
1.0,0.20129988894031778,0.8559097994720117,0.6860409073144527,0.33757899434776906,1.0319281609237243,0.23259258700991844,1.0287182731398443,0.05322830614047674
2.0,0.35399048500239794,0.2532603530992417,1.0836822822193133,0.9077877943709717,0.5073852662379962,0.5321566428426197,0.2885641546337545,0.09006335548536858
3.0,0.7812740228074523,1.0020686130286964,0.13778758345689462,0.817627383972497,0.5632628036309737,0.6345478924210808,0.47981733756690426,0.9302812376415892
4.0,0.02868811709348554,0.6121505955839985,0.6616278789783375,0.6733831765873566,0.4910108052399646,0.5853929677856557,0.5289266966683076,0.4599907470892074
5.0,0.5680773874834821,0.4955534260884415,0.8416079874177339,0.8492823535280258,0.814382814720663,0.6326109685694449,0.5935750531424152,0.6847898326409292
6.0,0.6188048505381363,0.4913219506675105,0.5612861431797024,0.22268017127892142,0.3288112195823594,0.2955396227855735,0.34206288471625285,0.23077036898155195
7.0,0.37813120319009785,0.41192252084867886,0.03421968482040566,0.6242972425708362,0.27094105718167916,0.6882371008890809,0.7716371284990939,0.3494363498310723
8.0,0.5548256352223824,0.9353242787847728,0.19770809855884022,0.6503062654171934,0.6813267374766339,0.08495230808288194,0.08116503189478276,0.7218430610604161
9.0,0.19579366289673608,-0.0809335790850446,0.3261448420452442,0.5656173039406291,0.5585522902383954,0.5207794575420069,0.7864119055442728,0.3433080281762286
10.0,0.6708259861669257,1.0671228966643092,0.6149784280644168,1.0697214739178527,0.1594126894860056,0.9170038199837957,0.4239089238503925,0.7668567405885871
11.0,0.8716234633654574,0.8407269692660474,0.6530389475656637,0.9383555666318172,0.5002271289424938,0.5880986619392986,0.4934952516646615,0.7245504108482023
12.0,0.5219872781969676,0.6310113637774973,0.3664625088612029,0.9313493980224872,0.7527661021682195,0.5859780750154654,0.2562236596772475,0.8269975019337271
13.0,0.794040252553099,0.24674564374994806,1.0319660526930627,-0.049711832308571145,0.6499730587577441,0.4024078093054542,0.9490565607063728,0.3134814091653683
14.0,0.27308393342927967,0.7658383714412441,0.19953138387856056,0.7526696026883767,0.28969949144806717,0.5838548775215298,1.1346820157695499,0.9230461588837462
15.0,0.3576182696388562,0.0994559304162702,0.7834297497647364,0.45435452376209035,0.1216898605576651,0.308666573345945,0.4562984328869357,0.3066298039580734
16.0,0.5551344356607438,0.917048991719162,0.23661445290392544,0.2985395898944778,0.37702193280679686,0.749529562727678,0.8779362626749478,0.8460051962363924
17.0,0.5702385466272802,0.8720224290547133,0.31039572830580237,0.532243526204833,0.14724694065984786,1.0038293003079042,0.30164745167373,0.7419042577829295
18.0,0.3069285965614475,0.8262545543739825,0.9667197437297111,0.7426825605854787,0.9994793239698079,0.5148853152747894,0.8297023148702513,0.9368255005730558
19.0,0.40170915332748347,0.31131424317007483,0.6577209629994992,0.08670449800647538,0.7421925992352054,-0.1496250152252827,0.5151849129013097,0.8648017162279797
20.0,0.2867666960499405,0.6793285773673308,0.3752539616324113,1.0992939293301622,0.4114951141671219,0.9737298047258574,0.5215692811698377,0.7419515216219063
21.0,0.9573648077886859,0.6582842984729391,0.7195217912263309,0.8020564826873553,0.1310382912143475,0.14012117694062998,0.6119352833025009,0.1131249871950467
22.0,0.20060985398899978,0.2565226987199496,0.5888758667240637,0.23399613424231672,0.21305790034436844,0.2991876560392828,0.3018685400610655,0.2648465444838398
23.0,0.8090230672449524,0.7634967800765855,0.04005424271894533,0.9410987152589684,0.8595486556756673,0.021591987332320383,0.6195404826288771,0.4343310629528574
24.0,0.5495409086639753,0.4265330952875295,0.9600338051668257,-0.031112624943635304,0.516389006973597,0.37808644114732265,0.5389428377258455,0.953817869543999
25.0,0.9899857435788357,0.43244119953384214,0.9961491157055011,0.363580012431293,0.3766735312266275,0.7845550025608705,0.5537189539024182,0.7154100628084619
26.0,0.9991966208484216,0.8568344214782483,0.5980496075974981,0.22802810709131313,-0.020977549223045084,0.7420841201055256,0.5291909166600995,0.8686739835452536
