,1.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0
0_gender_F,0.12683293686426217,-1.0444285957509951,0.6739220390804244,0.022041505532493542,1.499453940373775,1.5265379080372825,-1.4238989048259483,-1.2590404598271427
0_gender_M,-0.19150717304862805,1.0788320083451182,-0.7064909138897518,-0.042389032962224134,-1.5410299203128959,-1.5992479255277399,1.511754291574408,1.2999668567933693
0_gender_O,0.0646742361845245,-0.03440341259408517,0.03256887480939469,0.02034752743008846,0.04157597993900161,0.07271001749033963,-0.08785538674842287,-0.04092639696618375
0_25_and_less,-0.5668595304720407,0.2589924600581503,-0.4985638964132123,-0.4084865859417745,-0.2296812706500847,-0.14606475182767165,0.3018448536459744,0.3232508548058377
0_25_to_40,-0.7791065730474216,0.7938559495743577,-1.0852003098158756,0.8860227599281952,-0.611339386756097,-0.7733718261430286,0.6947909194538104,0.6172788114892959
0_40_to_60,0.5793672674918313,-0.23027209135451462,-0.07582514549172745,-1.0277189070440702,0.3140628915244776,0.5093311194832996,-0.3502120993721812,-0.30330916587155027
0_60+,0.7665988360275428,-0.8225763182780789,1.659589351720799,0.5501827330572279,0.526957765881847,0.4101054584875791,-0.6464236737276611,-0.6372205004236428
0_group1,-0.5195316711030259,0.9629828255019561,-1.0508125119804594,-1.4714835463976432,-0.8604305247167847,-0.9069659280415588,1.024339364208229,0.8878386343858552
0_group2,-1.7006561764857553,1.0879291060300533,-0.740120630124722,-0.7539902103156271,-0.8854244589845974,-0.7351879281695279,0.7107630192803766,1.0655957536523504
0_group3,2.2201878475887105,-2.050911931531962,1.7909331421051309,2.225473756713334,1.7458549837013584,1.6421538562110263,-1.7351023834885848,-1.9534343880381893
